Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,ATC LEVEL,Is Drug Class,Semantic type UMLS property
ATC/N02AJ18,oxycodone and acetylsalicylic acid,,,false,C4300785,STY/T121,ATC/N02AJ,5,,STY/T121
ATC/L04AA40,cladribine,,,false,C0092801,STY/T114|STY/T121,ATC/L04AA,5,,STY/T114|STY/T121
ATC/G03CB01,dienestrol,,,false,C0012145,STY/T125|STY/T109|STY/T121,ATC/G03CB,5,,STY/T125|STY/T109|STY/T121
ATC/L01EB06,olmutinib,,,false,C4301624,STY/T116|STY/T129|STY/T121,ATC/L01EB,5,,STY/T116|STY/T129|STY/T121
ATC/J07BJ,Rubella vaccines,,,false,C0035923,STY/T116|STY/T129|STY/T121,ATC/J07B,4,Y,STY/T116|STY/T129|STY/T121
ATC/V08DA06,"perflubutane, phospholipid microspheres",,,false,C3871433,STY/T130,ATC/V08DA,5,,STY/T130
ATC/G01AX02,inosine,,,false,C0021528,STY/T114|STY/T121,ATC/G01AX,5,,STY/T114|STY/T121
ATC/V01AA04,mold fungus and yeast fungus allergenic extracts,mould fungus and yeast fungus,,false,C3653277,STY/T121,ATC/V01AA,5,,STY/T121
ATC/D08AL01,silver nitrate,,,false,C0037129,STY/T121|STY/T197,ATC/D08AL,5,,STY/T121|STY/T197
ATC/J01EA02,brodimoprim,,,false,C0054084,STY/T109|STY/T121,ATC/J01EA,5,,STY/T109|STY/T121
ATC/L01XH03,panobinostat,,,false,C1998098,STY/T109|STY/T121,ATC/L01XH,5,,STY/T109|STY/T121
ATC/S01AX07,sodium borate,,,false,C0074727,STY/T121|STY/T197,ATC/S01AX,5,,STY/T121|STY/T197
ATC/D07XC03,mometasone,,,false,C0360564,STY/T109|STY/T121,ATC/D07XC,5,,STY/T109|STY/T121
ATC/C10AA06,cerivastatin,,,false,C0528023,STY/T109|STY/T121,ATC/C10AA,5,,STY/T109|STY/T121
ATC/H02AB13,deflazacort,,,false,C0057258,STY/T109|STY/T121,ATC/H02AB,5,,STY/T109|STY/T121
ATC/C01DA63,"eritrityl tetranitrate, combinations",,,false,C3652877,STY/T109|STY/T121,ATC/C01DA,5,,STY/T109|STY/T121
ATC/V08AB,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",,,false,C3653804,STY/T130,ATC/V08A,4,Y,STY/T130
ATC/D07AC06,diflucortolone,,,false,C0012227,STY/T109|STY/T121,ATC/D07AC,5,,STY/T109|STY/T121
ATC/N06AA03,imipramine oxide,,,false,C3652629,STY/T109|STY/T121,ATC/N06AA,5,,STY/T109|STY/T121
ATC/N06AX16,venlafaxine,,,false,C0078569,STY/T109|STY/T121,ATC/N06AX,5,,STY/T109|STY/T121
ATC/A07CA,Oral rehydration salt formulations,,,false,C3653405,STY/T121,ATC/A07C,4,Y,STY/T121
ATC/A07FA01,lactic acid producing organisms,,,false,C3652680,STY/T001,ATC/A07FA,5,,STY/T001
ATC/N05CM08,ethchlorvynol,,,false,C0014987,STY/T109|STY/T121,ATC/N05CM,5,,STY/T109|STY/T121
ATC/L03AX16,plerixafor,,,false,C1955474,STY/T109|STY/T129|STY/T121,ATC/L03AX,5,,STY/T109|STY/T129|STY/T121
ATC/M01AE03,ketoprofen,,,false,C0022635,STY/T109|STY/T121,ATC/M01AE,5,,STY/T109|STY/T121
ATC/M05BA01,etidronic acid,,,false,C0015121,STY/T109|STY/T121,ATC/M05BA,5,,STY/T109|STY/T121
ATC/N06DX,Other anti-dementia drugs in ATC,Other anti-dementia drugs,,false,C3653922,STY/T121,ATC/N06D,4,Y,STY/T121
ATC/S01ED52,"betaxolol, combinations",,,false,C3653173,STY/T109|STY/T121,ATC/S01ED,5,,STY/T109|STY/T121
ATC/L01B,ANTIMETABOLITES,,,false,C0003376,STY/T121,ATC/L01,3,Y,STY/T121
ATC/R05DA08,pholcodine,,,false,C0070742,STY/T109|STY/T121,ATC/R05DA,5,,STY/T109|STY/T121
ATC/C04AX26,cetiedil,,,false,C0055146,STY/T109|STY/T121,ATC/C04AX,5,,STY/T109|STY/T121
ATC/M05BA07,risedronic acid,,,false,C0140610,STY/T109|STY/T121,ATC/M05BA,5,,STY/T109|STY/T121
ATC/R03BA03,flunisolide,,,false,C0060501,STY/T109|STY/T121,ATC/R03BA,5,,STY/T109|STY/T121
ATC/M09AX07,nusinersen,,,false,C4301236,STY/T109|STY/T121,ATC/M09AX,5,,STY/T109|STY/T121
ATC/V04CF01,tuberculin,,,false,C0041289,STY/T116|STY/T130|STY/T129,ATC/V04CF,5,,STY/T116|STY/T130|STY/T129
ATC/C02CA03,trimazosin,,,false,C0077147,STY/T109|STY/T121,ATC/C02CA,5,,STY/T109|STY/T121
ATC/G03EA03,prasterone and estrogen,,,false,C3652720,STY/T121,ATC/G03EA,5,,STY/T121
ATC/J01AA09,rolitetracycline,,,false,C0035823,STY/T195|STY/T109,ATC/J01AA,5,,STY/T195|STY/T109
ATC/C02AA02,reserpine,,,false,C0035179,STY/T109|STY/T121,ATC/C02AA,5,,STY/T109|STY/T121
ATC/A11HA,Other plain vitamin preparations in ATC,Other plain vitamin preparations,,false,C3653840,STY/T127|STY/T109|STY/T121,ATC/A11H,4,Y,STY/T127|STY/T109|STY/T121
ATC/N04AB02,orphenadrine (chloride),,,false,C0699481,STY/T109|STY/T121,ATC/N04AB,5,,STY/T109|STY/T121
ATC/G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,,,false,C3653561,STY/T125|STY/T121,ATC/G,2,Y,STY/T125|STY/T121
ATC/L01XC03,trastuzumab,,,false,C0728747,STY/T116|STY/T129|STY/T121,ATC/L01XC,5,,STY/T116|STY/T129|STY/T121
ATC/M02AA13,ibuprofen,,,false,C0020740,STY/T109|STY/T121,ATC/M02AA,5,,STY/T109|STY/T121
ATC/C09BA02,enalapril and diuretics,,,false,C3653038,STY/T109|STY/T121,ATC/C09BA,5,,STY/T109|STY/T121
ATC/A10BD02,metformin and sulfonylureas,,,false,C3652453,STY/T121,ATC/A10BD,5,,STY/T121
ATC/V09DA01,technetium (<o>99m</o>Tc) disofenin,,,false,C0075932,STY/T130|STY/T109,ATC/V09DA,5,,STY/T130|STY/T109
ATC/R06A,ANTIHISTAMINES FOR SYSTEMIC USE,,,false,C3653763,STY/T121,ATC/R06,3,Y,STY/T121
ATC/H03BB02,thiamazole,,,false,C0025644,STY/T109|STY/T121,ATC/H03BB,5,,STY/T109|STY/T121
ATC/A02AH,Antacids with sodium bicarbonate,,,false,C3653790,STY/T121,ATC/A02A,4,Y,STY/T121
ATC/D06AX05,bacitracin,,,false,C0004599,STY/T116|STY/T195,ATC/D06AX,5,,STY/T116|STY/T195
ATC/D08AG01,iodine/octylphenoxypolyglycolether,,,false,C3652554,STY/T121,ATC/D08AG,5,,STY/T121
ATC/N07XX07,fampridine,,,false,C0000477,STY/T109|STY/T121,ATC/N07XX,5,,STY/T109|STY/T121
ATC/R01AD12,fluticasone furoate,,,false,C1948374,STY/T109|STY/T121,ATC/R01AD,5,,STY/T109|STY/T121
ATC/C05AX05,tribenoside,,,false,C0077015,STY/T109|STY/T121,ATC/C05AX,5,,STY/T109|STY/T121
ATC/M01AC04,droxicam,,,false,C0058765,STY/T109|STY/T121,ATC/M01AC,5,,STY/T109|STY/T121
ATC/G03FB01,norgestrel and estrogen,,,false,C3652784,STY/T121,ATC/G03FB,5,,STY/T121
ATC/V10AX,Other antiinflammatory therapeutic radiopharmaceuticals in ATC,Other antiinflammatory therapeutic radiopharmaceuticals,,false,C3653906,STY/T121,ATC/V10A,4,Y,STY/T121
STY/T021,Fully Formed Anatomical Structure,,,false,,,STY/T017,,,
ATC/R01AX02,retinol,,,false,C0042839,STY/T127|STY/T109|STY/T121,ATC/R01AX,5,,STY/T127|STY/T109|STY/T121
ATC/D11AF,Wart and anti-corn preparations,,,false,C3653738,STY/T121,ATC/D11A,4,Y,STY/T121
ATC/M03AC06,pipecuronium bromide,,,false,C0206049,STY/T109|STY/T121,ATC/M03AC,5,,STY/T109|STY/T121
ATC/A10A,INSULINS AND ANALOGUES,,,false,C3653579,STY/T116|STY/T125|STY/T121,ATC/A10,3,Y,STY/T116|STY/T125|STY/T121
ATC/N02BA,"Salicylic acid and derivatives, analgesics and antipyretics",Salicylic acid and derivatives,,false,C3540019,STY/T109|STY/T121,ATC/N02B,4,Y,STY/T109|STY/T121
ATC/R01AC02,levocabastine,,,false,C0064870,STY/T109|STY/T121,ATC/R01AC,5,,STY/T109|STY/T121
ATC/V06AA,Low-energy diet formulations for treatment of obesity,Low-energy diets,,false,C3654008,STY/T121,ATC/V06A,4,Y,STY/T121
ATC/P03AC51,"pyrethrum, combinations",,,false,C3653084,STY/T109|STY/T121,ATC/P03AC,5,,STY/T109|STY/T121
ATC/A12CC02,magnesium sulfate,,,false,C0024480,STY/T121|STY/T197,ATC/A12CC,5,,STY/T121|STY/T197
ATC/V09,DIAGNOSTIC RADIOPHARMACEUTICALS,,,false,C0360048,STY/T130|STY/T121,ATC/V,2,Y,STY/T130|STY/T121
ATC/S01GA56,"oxedrine, combinations",,,false,C3652816,STY/T121,ATC/S01GA,5,,STY/T121
ATC/J07AP,Typhoid vaccines,,,false,C0041469,STY/T129|STY/T121,ATC/J07A,4,Y,STY/T129|STY/T121
ATC/V09CX04,chromium (<o>51</o>Cr) edetate,,,false,C1273022,STY/T109|STY/T121,ATC/V09CX,5,,STY/T109|STY/T121
ATC/D04AA02,mepyramine,,,false,C0034282,STY/T109|STY/T121,ATC/D04AA,5,,STY/T109|STY/T121
ATC/A12BA01,potassium chloride,,,false,C0032825,STY/T121|STY/T197,ATC/A12BA,5,,STY/T121|STY/T197
ATC/G04BD11,fesoterodine,,,false,C2343853,STY/T109|STY/T121,ATC/G04BD,5,,STY/T109|STY/T121
ATC/D04AB06,tetracaine,,,false,C0039629,STY/T109|STY/T121,ATC/D04AB,5,,STY/T109|STY/T121
ATC/R07AA02,natural phospholipids,,,false,C3652545,STY/T109|STY/T121,ATC/R07AA,5,,STY/T109|STY/T121
ATC/G01AF04,miconazole,,,false,C0025942,STY/T109|STY/T121,ATC/G01AF,5,,STY/T109|STY/T121
ATC/V04CC04,ceruletide,,,false,C0006639,STY/T123|STY/T116|STY/T121,ATC/V04CC,5,,STY/T123|STY/T116|STY/T121
ATC/S01EC,"Carbonic anhydrase inhibitors, antiglaucoma drugs and miotics",Carbonic anhydrase inhibitors,,false,C3541961,STY/T121,ATC/S01E,4,Y,STY/T121
ATC/V09HX,Other diagnostic radiopharmaceuticals for inflammation and infection detection in ATC,Other diagnostic radiopharmaceuticals for inflammation and infection detection,,false,C3653875,STY/T130,ATC/V09H,4,Y,STY/T130
STY/T131,Hazardous or Poisonous Substance,,,false,,,STY/T120,,,
ATC/D10,ANTI-ACNE PREPARATIONS,,,false,C0358061,STY/T121,ATC/D,2,Y,STY/T121
ATC/J01DD63,ceftriaxone and beta-lactamase inhibitor,,,false,C4542158,STY/T121,ATC/J01DD,5,,STY/T121
ATC/M01CC02,bucillamine,,,false,C0073917,STY/T109|STY/T121,ATC/M01CC,5,,STY/T109|STY/T121
ATC/V03AB35,sugammadex,,,false,C1700695,STY/T109|STY/T121,ATC/V03AB,5,,STY/T109|STY/T121
ATC/R05DB,Other cough suppressants in ATC,Other cough suppressants,,false,C3653878,STY/T121,ATC/R05D,4,Y,STY/T121
ATC/C02KX01,bosentan,,,false,C0252643,STY/T109|STY/T121,ATC/C02KX,5,,STY/T109|STY/T121
ATC/A11CC02,dihydrotachysterol,,,false,C0012319,STY/T127|STY/T109|STY/T121,ATC/A11CC,5,,STY/T127|STY/T109|STY/T121
ATC/D08AK03,mercuric chloride,,,false,C0025417,STY/T131|STY/T121|STY/T197,ATC/D08AK,5,,STY/T131|STY/T121|STY/T197
ATC/N01BA,Esters of aminobenzoic acid for local anesthesia,Esters of aminobenzoic acid,,false,C3653998,STY/T121,ATC/N01B,4,Y,STY/T121
ATC/N05AX,Other antipsychotics in ATC,Other antipsychotics,,false,C3653897,STY/T121,ATC/N05A,4,Y,STY/T121
ATC/C03CC01,etacrynic acid,,,false,C0014963,STY/T109|STY/T121,ATC/C03CC,5,,STY/T109|STY/T121
ATC/L01XC23,elotuzumab,,,false,C1832049,STY/T116|STY/T129|STY/T121,ATC/L01XC,5,,STY/T116|STY/T129|STY/T121
ATC/G04BX01,magnesium hydroxide,,,false,C0024476,STY/T121|STY/T197,ATC/G04BX,5,,STY/T121|STY/T197
ATC/B02BX07,lusutrombopag,,,false,C4309207,STY/T109|STY/T121,ATC/B02BX,5,,STY/T109|STY/T121
ATC/C01EA,Prostaglandin cardiac therapy preparations,Prostaglandins,,false,C3540754,STY/T109|STY/T121,ATC/C01E,4,Y,STY/T109|STY/T121
ATC/G03DC04,ethisterone,,,false,C0015025,STY/T125|STY/T109|STY/T121,ATC/G03DC,5,,STY/T125|STY/T109|STY/T121
ATC/A10BD22,metformin and evogliptin,,,false,C4542173,STY/T121,ATC/A10BD,5,,STY/T121
ATC/P02D,ANTICESTODALS,,,false,C3653315,STY/T121,ATC/P02,3,Y,STY/T121
ATC/V08AC03,ioglycamic acid,,,false,C0022003,STY/T130|STY/T109,ATC/V08AC,5,,STY/T130|STY/T109
ATC/J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,,false,C3540018,STY/T121,ATC/J01,3,Y,STY/T121
ATC/L03AA14,lipegfilgrastim,,,false,C3640212,STY/T116|STY/T129|STY/T121,ATC/L03AA,5,,STY/T116|STY/T129|STY/T121
ATC/N02AA02,opium,,,false,C0029112,STY/T109|STY/T121,ATC/N02AA,5,,STY/T109|STY/T121
ATC/M02AB01,capsaicin,,,false,C0006931,STY/T109|STY/T121,ATC/M02AB,5,,STY/T109|STY/T121
ATC/C01BA04,sparteine,,,false,C0037760,STY/T109|STY/T121,ATC/C01BA,5,,STY/T109|STY/T121
ATC/C02CC01,betanidine,,,false,C0005324,STY/T109|STY/T121,ATC/C02CC,5,,STY/T109|STY/T121
ATC/M01AH05,etoricoxib,,,false,C0972314,STY/T109|STY/T121,ATC/M01AH,5,,STY/T109|STY/T121
ATC/J01DC12,cefminox,,,false,C0055006,STY/T195|STY/T109,ATC/J01DC,5,,STY/T195|STY/T109
ATC/J07BX,Other viral vaccines in ATC,Other viral vaccines,,false,C3653947,STY/T129|STY/T121,ATC/J07B,4,Y,STY/T129|STY/T121
ATC/R05CA07,antimony pentasulfide,,,false,C0637887,STY/T121|STY/T197,ATC/R05CA,5,,STY/T121|STY/T197
ATC/N05CD07,temazepam,,,false,C0039468,STY/T109|STY/T121,ATC/N05CD,5,,STY/T109|STY/T121
ATC/N05AE04,ziprasidone,,,false,C0380393,STY/T109|STY/T121,ATC/N05AE,5,,STY/T109|STY/T121
ATC/R01AC08,olopatadine,,,false,C0527189,STY/T109|STY/T121,ATC/R01AC,5,,STY/T109|STY/T121
ATC/B05XA10,magnesium phosphate,,,false,C0065527,STY/T121|STY/T197,ATC/B05XA,5,,STY/T121|STY/T197
ATC/D07BC03,fluocortolone and antiseptics,,,false,C3652895,STY/T109|STY/T121,ATC/D07BC,5,,STY/T109|STY/T121
ATC/A11DA01,thiamine (vit B<n>1</n>),,,false,C0039840,STY/T127|STY/T109|STY/T121,ATC/A11DA,5,,STY/T127|STY/T109|STY/T121
ATC/A16AB01,alglucerase,,,false,C0102139,STY/T126|STY/T116|STY/T121,ATC/A16AB,5,,STY/T126|STY/T116|STY/T121
ATC/J01FA05,oleandomycin,,,false,C0028923,STY/T195|STY/T109,ATC/J01FA,5,,STY/T195|STY/T109
ATC/H01BA02,desmopressin,,,false,C0011701,STY/T116|STY/T125|STY/T121,ATC/H01BA,5,,STY/T116|STY/T125|STY/T121
ATC/A10AC30,"Insulins and analogs for injection, intermediate-acting combinations",combinations,,false,C3539974,STY/T121,ATC/A10AC,5,,STY/T121
ATC/L01XK04,talazoparib,,,false,C4042960,STY/T109|STY/T121,ATC/L01XK,5,,STY/T109|STY/T121
ATC/L02BX03,abiraterone,,,false,C0754011,STY/T109|STY/T121,ATC/L02BX,5,,STY/T109|STY/T121
ATC/P02CB02,diethylcarbamazine,,,false,C0012191,STY/T109|STY/T121,ATC/P02CB,5,,STY/T109|STY/T121
ATC/R05CB02,bromhexine,,,false,C0006220,STY/T109|STY/T121,ATC/R05CB,5,,STY/T109|STY/T121
ATC/J07BC,Hepatitis vaccines,,,false,C3543421,STY/T129|STY/T121,ATC/J07B,4,Y,STY/T129|STY/T121
ATC/N06AA14,melitracen,,,false,C1377670,STY/T109|STY/T121,ATC/N06AA,5,,STY/T109|STY/T121
ATC/N04CX,Other antiparkinson drugs in ATC,Other antiparkinson drugs,,false,C5432216,STY/T121,ATC/N04C,4,Y,STY/T121
ATC/N02BB73,"aminophenazone, combinations with psycholeptics",,,false,C3653272,STY/T109|STY/T121,ATC/N02BB,5,,STY/T109|STY/T121
ATC/A06AC53,"sterculia, combinations",,,false,C3652823,STY/T121,ATC/A06AC,5,,STY/T121
ATC/N02AA08,dihydrocodeine,,,false,C0058056,STY/T109|STY/T121,ATC/N02AA,5,,STY/T109|STY/T121
ATC/J01CA10,mezlocillin,,,false,C0025893,STY/T195|STY/T109,ATC/J01CA,5,,STY/T195|STY/T109
ATC/D01AC19,efinaconazole,,,false,C3273754,STY/T109|STY/T121,ATC/D01AC,5,,STY/T109|STY/T121
ATC/A16AX10,eliglustat,,,false,C3272698,STY/T109|STY/T121,ATC/A16AX,5,,STY/T109|STY/T121
ATC/G03FB06,medroxyprogesterone and estrogen,,,false,C1875129,STY/T125|STY/T109|STY/T121,ATC/G03FB,5,,STY/T125|STY/T109|STY/T121
ATC/J01DD,Third-generation cephalosporins,,,false,C0304320,STY/T195|STY/T109,ATC/J01D,4,Y,STY/T195|STY/T109
ATC/V03AE10,sodium zirconium cyclosilicate,,,false,C4045824,STY/T121|STY/T197,ATC/V03AE,5,,STY/T121|STY/T197
ATC/B02BD02,coagulation factor VIII,,,false,C0015506,STY/T123|STY/T116|STY/T121,ATC/B02BD,5,,STY/T123|STY/T116|STY/T121
ATC/D07AB11,hydrocortisone buteprate,,,false,C0063076,STY/T109|STY/T121,ATC/D07AB,5,,STY/T109|STY/T121
ATC/J07AH08,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated",,,false,C3652503,STY/T129|STY/T121,ATC/J07AH,5,,STY/T129|STY/T121
ATC/N07BB01,disulfiram,,,false,C0012772,STY/T109|STY/T121,ATC/N07BB,5,,STY/T109|STY/T121
ATC/A07AA09,vancomycin,,,false,C0042313,STY/T116|STY/T195,ATC/A07AA,5,,STY/T116|STY/T195
ATC/N06BX09,linopirdine,,,false,C0286263,STY/T109|STY/T121,ATC/N06BX,5,,STY/T109|STY/T121
ATC/D10BX,Other anti-acne preparations for systemic use in ATC,Other anti-acne preparations for systemic use,,false,C3653924,STY/T121,ATC/D10B,4,Y,STY/T121
ATC/A07EB01,cromoglicic acid,,,false,C0086073,STY/T109|STY/T121,ATC/A07EB,5,,STY/T109|STY/T121
ATC/C08EA01,fendiline,,,false,C0015824,STY/T109|STY/T121,ATC/C08EA,5,,STY/T109|STY/T121
ATC/L01BB05,fludarabine,,,false,C0059985,STY/T114|STY/T121,ATC/L01BB,5,,STY/T114|STY/T121
ATC/R03AC09,tretoquinol,,,false,C0040846,STY/T109|STY/T121,ATC/R03AC,5,,STY/T109|STY/T121
ATC/R06AA01,bromazine,,,false,C0054120,STY/T109|STY/T121,ATC/R06AA,5,,STY/T109|STY/T121
ATC/R05CB08,domiodol,,,false,C0048365,STY/T109|STY/T121,ATC/R05CB,5,,STY/T109|STY/T121
ATC/C09BA13,moexipril and diuretics,,,false,C3653029,STY/T109|STY/T121,ATC/C09BA,5,,STY/T109|STY/T121
ATC/L01EE02,cobimetinib,,,false,C4049146,STY/T109|STY/T121,ATC/L01EE,5,,STY/T109|STY/T121
ATC/B01AC10,indobufen,,,false,C0063479,STY/T109|STY/T121,ATC/B01AC,5,,STY/T109|STY/T121
ATC/P01AR03,glycobiarsol,,,false,C0301343,STY/T109|STY/T121,ATC/P01AR,5,,STY/T109|STY/T121
ATC/S01BC07,bendazac,,,false,C0053097,STY/T109|STY/T121,ATC/S01BC,5,,STY/T109|STY/T121
ATC/V09XX03,selenium (<o>75</o>Se) norcholesterol,,,false,C3652620,STY/T130|STY/T109,ATC/V09XX,5,,STY/T130|STY/T109
ATC/D11AX09,oxaceprol,,,false,C0064164,STY/T123|STY/T116|STY/T121,ATC/D11AX,5,,STY/T123|STY/T116|STY/T121
ATC/M01AX04,azapropazone,,,false,C0003524,STY/T109|STY/T121,ATC/M01AX,5,,STY/T109|STY/T121
ATC/G03DB03,medrogestone,,,false,C0025145,STY/T125|STY/T109|STY/T121,ATC/G03DB,5,,STY/T125|STY/T109|STY/T121
ATC/C02A,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",,,false,C3653730,STY/T121,ATC/C02,3,Y,STY/T121
ATC/N05CD03,flunitrazepam,,,false,C0016296,STY/T109|STY/T131|STY/T121,ATC/N05CD,5,,STY/T109|STY/T131|STY/T121
ATC/V04CH04,alsactide,,,false,C0050622,STY/T116,ATC/V04CH,5,,STY/T116
ATC/D07BB01,flumetasone and antiseptics,,,false,C3652432,STY/T109|STY/T121,ATC/D07BB,5,,STY/T109|STY/T121
ATC/P02BA,"Quinoline derivatives and related substances, antitrematodals",Quinoline derivatives and related substances,,false,C3653293,STY/T109|STY/T121,ATC/P02B,4,Y,STY/T109|STY/T121
ATC/V08D,ULTRASOUND CONTRAST MEDIA,,,false,C0493823,STY/T130,ATC/V08,3,Y,STY/T130
ATC/P01CA03,fexinidazole,,,false,C0060304,STY/T109|STY/T121,ATC/P01CA,5,,STY/T109|STY/T121
ATC/S01LA03,pegaptanib,,,false,C1531015,STY/T114|STY/T121,ATC/S01LA,5,,STY/T114|STY/T121
ATC/N05BB02,captodiame,,,false,C0301409,STY/T109|STY/T121,ATC/N05BB,5,,STY/T109|STY/T121
ATC/M05BC01,dibotermin alfa,,,false,C1445578,STY/T123|STY/T116|STY/T121,ATC/M05BC,5,,STY/T123|STY/T116|STY/T121
ATC/L01CE01,topotecan,,,false,C0146224,STY/T109|STY/T121,ATC/L01CE,5,,STY/T109|STY/T121
ATC/L01ED04,brigatinib,,,false,C4287815,STY/T109|STY/T121,ATC/L01ED,5,,STY/T109|STY/T121
ATC/V06,GENERAL NUTRIENTS,,,false,C3653491,STY/T121,ATC/V,2,Y,STY/T121
ATC/V09CA03,technetium (<o>99m</o>Tc) mertiatide,,,false,C0100672,STY/T130|STY/T109,ATC/V09CA,5,,STY/T130|STY/T109
ATC/C04AC01,nicotinic acid,,,false,C0027996,STY/T127|STY/T109|STY/T121,ATC/C04AC,5,,STY/T127|STY/T109|STY/T121
ATC/M01AH01,celecoxib,,,false,C0538927,STY/T109|STY/T121,ATC/M01AH,5,,STY/T109|STY/T121
ATC/D01AA02,natamycin,,,false,C0027444,STY/T195|STY/T109,ATC/D01AA,5,,STY/T195|STY/T109
ATC/S01AE07,moxifloxacin,,,false,C0536495,STY/T195|STY/T109,ATC/S01AE,5,,STY/T195|STY/T109
ATC/J01FA01,erythromycin,,,false,C0014806,STY/T195|STY/T109,ATC/J01FA,5,,STY/T195|STY/T109
ATC/V09IA04,technetium (<o>99m</o>Tc) votumumab,,,false,C3652647,STY/T130|STY/T109|STY/T129,ATC/V09IA,5,,STY/T130|STY/T109|STY/T129
ATC/J01XB,Polymyxins,,,false,C0032539,STY/T116|STY/T195,ATC/J01X,4,Y,STY/T116|STY/T195
ATC/D06BB01,idoxuridine,,,false,C0020811,STY/T114|STY/T121,ATC/D06BB,5,,STY/T114|STY/T121
ATC/C01DA07,propatylnitrate,,,false,C3652600,STY/T109|STY/T121,ATC/C01DA,5,,STY/T109|STY/T121
STY/T101,Patient or Disabled Group,,,false,,,STY/T096,,,
ATC/J01CA,Penicillins with extended spectrum,,,false,C0280049,STY/T195|STY/T109,ATC/J01C,4,Y,STY/T195|STY/T109
ATC/C02KX03,sitaxentan,,,false,C1704271,STY/T109|STY/T121,ATC/C02KX,5,,STY/T109|STY/T121
ATC/C10BA05,atorvastatin and ezetimibe,,,false,C3643658,STY/T121,ATC/C10BA,5,,STY/T121
ATC/L01XC25,mogamulizumab,,,false,C2987603,STY/T116|STY/T129|STY/T121,ATC/L01XC,5,,STY/T116|STY/T129|STY/T121
ATC/H05AA01,parathyroid gland extract,,,false,C3652726,STY/T125|STY/T121,ATC/H05AA,5,,STY/T125|STY/T121
ATC/B01AC21,treprostinil,,,false,C1145760,STY/T109|STY/T121,ATC/B01AC,5,,STY/T109|STY/T121
ATC/H01AC03,mecasermin,,,false,C0904505,STY/T123|STY/T116|STY/T121,ATC/H01AC,5,,STY/T123|STY/T116|STY/T121
ATC/C01CA25,amezinium metilsulfate,,,false,C0771147,STY/T109|STY/T121,ATC/C01CA,5,,STY/T109|STY/T121
ATC/M03AC11,cisatracurium,,,false,C1096766,STY/T109|STY/T121,ATC/M03AC,5,,STY/T109|STY/T121
ATC/J04AK,Other drugs for treatment of tuberculosis in ATC,Other drugs for treatment of tuberculosis,,false,C3653870,STY/T121,ATC/J04A,4,Y,STY/T121
ATC/B01AC,Platelet aggregation inhibitors excl. heparin,,,false,C3653817,STY/T121,ATC/B01A,4,Y,STY/T121
ATC/N06BA02,dexamfetamine,,,false,C0011812,STY/T109|STY/T121,ATC/N06BA,5,,STY/T109|STY/T121
ATC/C02CC03,guanoxan,,,false,C0650263,STY/T109|STY/T121,ATC/C02CC,5,,STY/T109|STY/T121
ATC/J05AC03,tromantadine,,,false,C0077379,STY/T109|STY/T121,ATC/J05AC,5,,STY/T109|STY/T121
ATC/R05CA09,guaiacolsulfonate,,,false,C1714166,STY/T109|STY/T121,ATC/R05CA,5,,STY/T109|STY/T121
ATC/R03BC03,nedocromil,,,false,C0068483,STY/T109|STY/T121,ATC/R03BC,5,,STY/T109|STY/T121
ATC/G03DA02,medroxyprogesterone,,,false,C0025147,STY/T125|STY/T109|STY/T121,ATC/G03DA,5,,STY/T125|STY/T109|STY/T121
ATC/N05CD09,brotizolam,,,false,C0054151,STY/T109|STY/T121,ATC/N05CD,5,,STY/T109|STY/T121
ATC/M01AB03,tolmetin,,,false,C0040377,STY/T109|STY/T121,ATC/M01AB,5,,STY/T109|STY/T121
ATC/G03FB12,nomegestrol and estrogen,,,false,C3700398,STY/T121,ATC/G03FB,5,,STY/T121
ATC/L01DB02,daunorubicin,,,false,C0011015,STY/T195|STY/T109,ATC/L01DB,5,,STY/T195|STY/T109
ATC/N06BA08,fenozolone,,,false,C0060187,STY/T109|STY/T121,ATC/N06BA,5,,STY/T109|STY/T121
ATC/N06BX15,pipradrol,,,false,C0031974,STY/T109|STY/T121,ATC/N06BX,5,,STY/T109|STY/T121
ATC/A10XA,Aldose reductase inhibitors used in diabetes,Aldose reductase inhibitors,,false,C3653979,STY/T121,ATC/A10X,4,Y,STY/T121
ATC/G01AX66,"octenidine, combinations",,,false,C3652819,STY/T121,ATC/G01AX,5,,STY/T121
ATC/C10BX18,"atorvastatin, amlodipine and ramipril",,,false,C5432204,STY/T121,ATC/C10BX,5,,STY/T121
ATC/M01AC01,piroxicam,,,false,C0031990,STY/T109|STY/T121,ATC/M01AC,5,,STY/T109|STY/T121
ATC/D01AC15,fluconazole,,,false,C0016277,STY/T109|STY/T121,ATC/D01AC,5,,STY/T109|STY/T121
ATC/G03FA02,hydroxyprogesterone and estrogen,,,false,C3652758,STY/T121,ATC/G03FA,5,,STY/T121
